Up to date
A,D,B0,B1,B2,Root,Y
16609956068710287993/100000000000000000000,40200908939537351257882801543/312500000000000000,2547794438674902140491128604961/20000000000000000000,183609476676844035044221691173/4000000000000000000,16465532583501682228234649891773/100000000000000000000,1997894620777917212679931015919/6250000000000000000,1891019413163/100000000000000000000
155096612221365915817/50000000000000000000,28850255383523247543326287809769/100000000000000000000,15545560111145568101558042074493/100000000000000000000,2126726488506316256252763810933/50000000000000000000,13903810889259992266457811304207/100000000000000000000,4187146601417107259739322587613/12500000000000000000,11564150061409/100000000000000000000
342989147920641383007/100000000000000000000,9707388734739218201169895706271/100000000000000000000,228440194142409551409558519799/25000000000000000000,1272153365499332429765895778489/10000000000000000000,15458761402066432728908502777233/100000000000000000000,28023998687893556441740738971797/100000000000000000000,235585313149/5000000000000000000
178482783111016546917/100000000000000000000,7524254320881100306834449123013/100000000000000000000,17243511706026775938933122918997/100000000000000000000,451982957746423220492451898503/25000000000000000000,370690883864035273557404171331/3125000000000000000,7469365151574200880642068789863/25000000000000000000,3096089061339/100000000000000000000
199907399985707233547/50000000000000000000,3397922140879545140736115888897/25000000000000000000,387643714415193152357633865043/2000000000000000000,21219484634708602935622352577737/100000000000000000000,2394323964089151720669621560549/20000000000000000000,52529342596776100757183446153653/100000000000000000000,900230824209/12500000000000000000
236532314910270257323/100000000000000000000,808261908247651765427638116313/5000000000000000000,19114861781075845467495239103117/100000000000000000000,211026281271373262174352311209/1562500000000000000,6893530203664856009515779831/24414062500000000,18976697768283591076178550327/31250000000000000,541212010603/100000000000000000000
101060489659293414631/50000000000000000000,5773322222670368491245050762057/50000000000000000000,249664633018379429474281876499/25000000000000000000,873734579564939291630483236667/25000000000000000000,8558751633978979213442409103507/50000000000000000000,5029672120881996033061899670357/25000000000000000000,1863667786587/100000000000000000000
588465167110980078183/100000000000000000000,27753770783816702176238174235763/100000000000000000000,4117340342624905539725898317087/50000000000000000000,344648838640846165418156159357/3125000000000000000,1451075839533158248802113305557/100000000000000000000,20529530381009707070780843440199/100000000000000000000,2387098252721/100000000000000000000
12502500336689686177/100000000000000000000,228973027748827909850013496619/50000000000000000000,23532460902489310304742417842811/100000000000000000000,380120876819931398728429893847/12500000000000000000,1627021431754441621390111861073/25000000000000000000,6898817909898500734171314815179/25000000000000000000,19256596809/20000000000000000000
336214743661230245269/100000000000000000000,13315558024358118831843928187641/100000000000000000000,4064429851512447498331482686171/50000000000000000000,1702964621263845815360192038221/20000000000000000000,1998782540477264639491568134309/100000000000000000000,9250385407551831984607485986627/50000000000000000000,1458703923989/100000000000000000000
48663622727800373411/100000000000000000000,4664150900458763261649241263697/25000000000000000000,356405698986465685586099160083/10000000000000000000,1663067154159132939706959379769/12500000000000000000,6787224534267524335499606146877/50000000000000000000,29406424377794922857904204351857/100000000000000000000,180617229069/50000000000000000000
77770916865934194847/25000000000000000000,1330963509619990918491806318111/25000000000000000000,5335934686580611132289633289983/100000000000000000000,1201377189114939505610022360813/12500000000000000000,483146133362209411810650048997/5000000000000000000,3072224527391960423353518037231/12500000000000000000,2111321046107/50000000000000000000
7489464734098974343/2000000000000000000,10473086892079795839416158355287/25000000000000000000,13304200736342091725461556237829/100000000000000000000,9598714274084970028757933909831/100000000000000000000,620415823364322494035082977691/4000000000000000000,38391266211059782603643177635059/100000000000000000000,21722842463869/100000000000000000000
56305426645809728723/12500000000000000000,17472717112334680595059666560531/50000000000000000000,1449782080512318973252653542419/12500000000000000000,4902208780398510485828613321333/20000000000000000000,24828704732859521245154576268377/100000000000000000000,60846914619834840809784285075613/100000000000000000000,20004300605561/25000000000000000000
41540997732737067311/12500000000000000000,24064640637806284340522813534749/100000000000000000000,392955636238184464121269558663/3125000000000000000,1515052981963836899392934367223/6250000000000000000,2168792878771312039364909277187/20000000000000000000,5943863373655330738493500711663/12500000000000000000,42511980004823/100000000000000000000
385786828663197530859/100000000000000000000,9943636407880315918992921340967/100000000000000000000,183621922507564413438486216887/4000000000000000000,5905000928868179160557174361497/100000000000000000000,582147823509573410895946023421/6250000000000000000,19784098438517462611461333423531/100000000000000000000,598143820089/12500000000000000000
2406001773138809617/12500000000000000000,11073991900089666353105659394549/50000000000000000000,30892861475827426679272354886897/100000000000000000000,6682855126978188164234530382387/100000000000000000000,2312415439081066252795009564641/50000000000000000000,36266706974804947546797301197301/100000000000000000000,2435396359761/100000000000000000000
175761397573405036207/100000000000000000000,20912629740009003402276692634653/50000000000000000000,4710045922996557813980462090627/50000000000000000000,2452133674338086402854451683/25000000000000000,318579516856840433218637746637/5000000000000000000,25572174518049935183608078626481/100000000000000000000,2212887330737/20000000000000000000
310333397393319749107/100000000000000000000,13133185947771740346129448111787/100000000000000000000,3480402009192184236423368785589/100000000000000000000,18159166031615127224504172081967/100000000000000000000,12893531216569676277938734956917/100000000000000000000,17099619316665595169469143148837/50000000000000000000,8047776163157/50000000000000000000
508517524677865185571/100000000000000000000,2935479249679379278144065203037/100000000000000000000,7495292278302558595578782190867/100000000000000000000,4902565094322353458153124303393/25000000000000000000,20961638483729561959572571158931/100000000000000000000,23976742694345660332309658122703/50000000000000000000,12076103069967/20000000000000000000
9805352807351712431/2500000000000000000,26521517153875186901834772736559/100000000000000000000,2234944732768513287674676074097/20000000000000000000,4712124592143254995533617189753/100000000000000000000,6644513531093098476579120146353/100000000000000000000,2248807076520467501516060219417/10000000000000000000,2383801518479/20000000000000000000
133372983634971410731/100000000000000000000,1838991268433161702100359292161/12500000000000000000,18042845149972879783393321329571/100000000000000000000,283927127360734954864886508539/50000000000000000000,3818548839255621784274610247729/100000000000000000000,19310246703191702831964494801921/100000000000000000000,24825154373/2000000000000000000
22639992181631588261/10000000000000000000,2564646557698838596813304993589/20000000000000000000,1615399246474249231588643929813/20000000000000000000,8640252162724171190753450350877/100000000000000000000,840484486143029916123530306409/6250000000000000000,15063023725465417800256207910817/50000000000000000000,2074165234179/20000000000000000000
