Up to date
A,D,B0,B1,B2,Root,Y
56549618596805108329/25000000000000000000,12393810801221124875024216779917/100000000000000000000,2044067398657260751889253280551/20000000000000000000,4054667284262701935217323055917/100000000000000000000,2792342195987128908821177379711/100000000000000000000,5570733138197056154641316558581/100000000000000000000,-191276218447/10000000000000000000
142002565103644541683/100000000000000000000,23480194804238957578552443877053/100000000000000000000,1194263084712197160771122160543/10000000000000000000,4819492485033410429076326438939/100000000000000000000,1609120200444205311387701185883/100000000000000000000,18487142371023551506765731225443/100000000000000000000,-648603788181/50000000000000000000
20164795567658735463/50000000000000000000,2848776499975867811117886547943/25000000000000000000,847563380203611547656642921021/6250000000000000000,7221996178547282146809624446381/50000000000000000000,5832383144458503041279217225287/100000000000000000000,8512928871920198778348471567/12500000000000000000,-7727383137471/100000000000000000000
2886777409630326729/1000000000000000000,36007195514575288057415742002073/100000000000000000000,9752942982233004074392625363633/100000000000000000000,25489016625496097783815971823069/100000000000000000000,12069116341923422282836098599817/100000000000000000000,893400861776832928365405965943/100000000000000000000,-24952163073077/100000000000000000000
38988408967519864099/12500000000000000000,6159471347779614034199700116747/20000000000000000000,1450134192101366154271121378203/20000000000000000000,13773961203285985078881448880693/100000000000000000000,6324503627024036675619029251233/100000000000000000000,2688864734882197963752259146731/25000000000000000000,-18608637100763/100000000000000000000
122258925732610464361/50000000000000000000,27312041054945275875637770338659/100000000000000000000,6814582755203756195689076788201/100000000000000000000,68619854416327103341119529279/400000000000000000,196851028647555641507699377/9765625000000000,8758323212504392998690864316029/100000000000000000000,-714304901407/10000000000000000000
256406442015517746353/100000000000000000000,21083309365663379180289415977259/100000000000000000000,18937474921408548399137139510449/100000000000000000000,1293346539359290619359126555509/10000000000000000000,17745485866327905890463273845757/100000000000000000000,23152404931316894386760471407/50000000000000000000,-5812193375583/12500000000000000000
415551274770720282137/100000000000000000000,29220402249834363177498892608881/100000000000000000000,15402060671713926817993692992333/100000000000000000000,2449644966953198759820746378087/50000000000000000000,11943078217677558465572361492043/100000000000000000000,778000167087334777150382801879/6250000000000000000,-1089469518051/25000000000000000000
245515381158428908869/100000000000000000000,952948449019034050483497303927/4000000000000000000,1201451296521559272835192893653/25000000000000000000,12559389047742300103352736938803/100000000000000000000,3040075665508949552944067887183/20000000000000000000,209285674566076112341519961029/100000000000000000000,-5843554629883/50000000000000000000
3557620599934222369/5000000000000000000,89789385451477740585864706113/2500000000000000000,7105133702420526296992710366793/100000000000000000000,2775343346764587483664531947/200000000000000000,7091085310895390847009165122399/100000000000000000000,6416712260478493023444413731/100000000000000000000,-34147754799/100000000000000000000
5917572460707967297/10000000000000000000,6288070214215909727400408708993/50000000000000000000,976684485253944784856683400673/100000000000000000000,1131355011647984036798887742387/20000000000000000000,1826788656241232222109399838257/50000000000000000000,-844312425349318913494269289141/100000000000000000000,-140171803619/20000000000000000000
110093026034002747527/100000000000000000000,8573892922335588969123736383607/50000000000000000000,5101779812853618534805914116173/50000000000000000000,16841399677173765044349623277319/100000000000000000000,751245991214676629977284169207/5000000000000000000,27784663185633810359782335533/100000000000000000000,-988968796351/2000000000000000000
14827659094586288939/50000000000000000000,3949549628631766749343390846943/12500000000000000000,455105705086207426624201728879/5000000000000000000,3814764182473735513689648396867/25000000000000000000,903100506181322980719645249001/6250000000000000000,3657847744472378486024374014223/100000000000000000000,-3770138516221/100000000000000000000
129462231087151213533/50000000000000000000,11569646880906888227963899413651/50000000000000000000,2196525512820578011188638080451/100000000000000000000,385382371623560414581285382369/4000000000000000000,12924715723010518093478313081181/100000000000000000000,1235904608391420125922270082849/100000000000000000000,-1396201029207/50000000000000000000
92407710897294988211/100000000000000000000,25350403995775347310043430316787/100000000000000000000,656471780362616301477018275219/100000000000000000000,8026303120447196249134927599301/100000000000000000000,1338258113271919531223717543397/50000000000000000000,-368808832129242628978176700881/20000000000000000000,-869219219627/25000000000000000000
32076042119105508249/50000000000000000000,9045629975326064345890626480273/100000000000000000000,3193773358322696092327746615401/50000000000000000000,1284202751908579082353778006089/25000000000000000000,174654950062704974924222179203/10000000000000000000,145377422081160933704117611503/6250000000000000000,-320597966733/100000000000000000000
1492037737925153649/2000000000000000000,4043441587918677468273190154579/50000000000000000000,3181768048574510552245848247689/12500000000000000000,1202681445996154694549847603669/50000000000000000000,19228342657593735845338330833261/100000000000000000000,2435871433689853579396290067/20000000000000000000,-1107394243/25000000000000000
59122697001392024543/100000000000000000000,3082980641848229022603608204149/20000000000000000000,7590734290263637336469600607319/50000000000000000000,433523296231661524092575167363/10000000000000000000,684182673595653273494144814783/25000000000000000000,2163324127106510330118365516111/25000000000000000000,-552795591079/50000000000000000000
653927529526054653/2500000000000000000,4906064639830832032677932523531/25000000000000000000,9381321640889550587566131244661/100000000000000000000,17206645020964764864922702704199/100000000000000000000,7642596933152201117200578347921/100000000000000000000,340513232539102217765553154423/50000000000000000000,-246290109129/25000000000000000000
72600241526767059241/25000000000000000000,4587383249241213685785233431131/20000000000000000000,20420121356589160310834654177369/100000000000000000000,3571326144626237843150103546073/100000000000000000000,512451853541563400664957966033/3125000000000000000,3342497947136990809479568903689/100000000000000000000,-4945049293017/100000000000000000000
68326360618377407803/20000000000000000000,38212740796635140186583521589417/100000000000000000000,11292655381629741142568664017263/100000000000000000000,1361868169883130074697409683957/10000000000000000000,5658519847834253499157842989857/50000000000000000000,1328100845421434290183261404303/10000000000000000000,-38821164340869/100000000000000000000
14193826640867827141/20000000000000000000,14623915625810562307841187292481/100000000000000000000,11536548530965634318645245885077/100000000000000000000,16018350824483246330216610741261/100000000000000000000,1311429107128241248435008365429/12500000000000000000,41450156678982585244954187013/100000000000000000000,-619017416073/4000000000000000000
24177469826029371981/25000000000000000000,104161639933973246582117871281/20000000000000000000,51940812329025228343435034831/1250000000000000000,7310274100591433580514823615491/100000000000000000000,12706674535106076094020509328969/50000000000000000000,17432295452540903220889/100000000000000000000,-3524289277367/625000000000000000
184698853286383428719/50000000000000000000,28054040818272631633369962487873/100000000000000000000,25719369988683345348979063228459/100000000000000000000,2667175537801174002189420090783/50000000000000000000,8228108092915556162368717990043/100000000000000000000,14569985030335349520709639084447/100000000000000000000,-4103469131697/25000000000000000000
